date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
16/03/2011,blond,41.0,6.0,33024.0,M,licence,geologie,68.22,non,0
08/06/2012,brun,32.0,10.0,31818.0,F,master,forage,82.51,oui,0
27/01/2013,brun,53.0,10.0,26702.0,M,doctorat,forage,101.63,oui,0
15/06/2014,chatain,37.0,8.0,37027.0,M,master,geologie,83.25,oui,0
08/05/2010,blond,36.0,12.0,36564.0,M,licence,geologie,,non,0
08/07/2010,brun,30.0,10.0,34118.0,F,master,geologie,86.37,non,0
08/12/2013,brun,40.0,8.0,35677.0,M,licence,geologie,63.82,non,0
12/03/2010,chatain,48.0,11.0,34689.0,M,doctorat,geologie,93.81,oui,0
24/07/2014,blond,8.0,8.0,31085.0,M,licence,forage,64.36,non,0
03/09/2014,brun,43.0,9.0,40446.0,M,master,forage,89.27,oui,0
11/04/2014,blond,45.0,12.0,44478.0,F,bac,archeologie,61.73,non,0
15/08/2014,brun,39.0,7.0,28107.0,F,master,geologie,105.69,non,0
19/09/2012,blond,42.0,11.0,37660.0,M,licence,geologie,70.94,non,1
15/03/2012,chatain,43.0,12.0,37646.0,F,licence,geologie,75.4,non,0
01/08/2012,brun,19.0,7.0,36688.0,F,licence,geologie,70.68,non,0
05/10/2011,blond,40.0,12.0,34797.0,M,licence,forage,53.9,non,0
19/12/2013,brun,32.0,15.0,31644.0,M,master,geologie,74.56,non,0
31/08/2010,chatain,49.0,7.0,30823.0,F,doctorat,forage,87.13,oui,0
27/06/2011,blond,40.0,10.0,40696.0,M,licence,forage,69.28,non,0
23/11/2012,chatain,42.0,8.0,44460.0,F,master,archeologie,69.55,oui,0
31/08/2010,brun,35.0,13.0,35748.0,M,master,geologie,94.36,oui,0
12/01/2013,brun,43.0,11.0,45712.0,M,licence,geologie,69.43,oui,0
04/11/2012,chatain,32.0,11.0,26811.0,F,doctorat,forage,105.72,non,0
18/08/2014,chatain,47.0,11.0,38712.0,M,licence,geologie,59.58,non,0
23/04/2013,blond,40.0,7.0,43525.0,M,licence,detective,61.13,oui,0
22/02/2014,chatain,43.0,12.0,39036.0,F,doctorat,detective,69.84,oui,0
31/03/2014,blond,34.0,5.0,37691.0,M,licence,geologie,55.65,non,0
24/07/2012,blond,61.0,17.0,24919.0,M,licence,geologie,79.77,non,0
,chatain,31.0,13.0,34247.0,F,master,detective,69.73,non,0
16/03/2012,brun,53.0,6.0,35430.0,F,licence,geologie,86.29,non,0
,chatain,37.0,13.0,35016.0,M,master,forage,84.09,oui,0
05/04/2012,brun,41.0,12.0,47344.0,M,bac,geologie,38.43,non,0
27/01/2012,brun,34.0,11.0,32699.0,M,master,forage,78.18,oui,0
27/01/2013,brun,34.0,11.0,36557.0,M,licence,forage,76.72,non,0
10/02/2014,roux,34.0,9.0,40559.0,M,licence,detective,63.77,oui,0
29/05/2014,chatain,41.0,14.0,40466.0,F,licence,archeologie,66.55,non,0
22/09/2013,brun,35.0,12.0,36958.0,M,bac,geologie,48.47,non,0
20/04/2010,blond,28.0,9.0,33955.0,F,licence,forage,67.47,non,0
11/07/2012,brun,45.0,8.0,39009.0,M,master,detective,69.01,oui,0
16/04/2014,,74.0,3.0,41158.0,M,bac,archeologie,86.53,non,1
19/11/2013,blond,56.0,9.0,31949.0,M,master,forage,69.93,non,0
,blond,35.0,8.0,29339.0,M,master,detective,70.48,oui,0
23/03/2013,chatain,48.0,12.0,38600.0,F,master,detective,91.94,oui,0
26/11/2014,blond,32.0,12.0,34688.0,M,master,forage,91.55,oui,0
09/01/2011,brun,38.0,6.0,38805.0,F,licence,detective,67.75,oui,0
10/03/2011,blond,30.0,10.0,38131.0,F,licence,forage,65.11,non,0
13/09/2011,chatain,22.0,9.0,36019.0,M,master,geologie,82.45,oui,0
08/04/2011,blond,36.0,10.0,40678.0,F,bac,detective,58.31,,0
15/05/2010,chatain,36.0,12.0,38870.0,M,licence,geologie,59.3,non,0
26/12/2012,blond,,13.0,30189.0,F,licence,geologie,58.17,non,0
11/02/2013,chatain,26.0,12.0,26517.0,M,doctorat,geologie,90.8,oui,0
01/07/2014,brun,17.0,13.0,36389.0,F,licence,geologie,64.39,non,0
04/02/2014,chatain,31.0,10.0,,M,master,archeologie,67.61,oui,0
09/04/2014,chatain,43.0,11.0,38700.0,M,master,geologie,68.28,oui,0
04/12/2014,brun,35.0,11.0,35793.0,M,master,detective,75.01,oui,0
02/10/2011,brun,35.0,5.0,44675.0,F,bac,geologie,64.61,non,0
08/06/2011,blond,44.0,11.0,26112.0,M,master,geologie,68.71,non,0
20/06/2011,chatain,30.0,11.0,30453.0,M,doctorat,geologie,85.07,non,0
13/02/2011,chatain,38.0,3.0,30349.0,F,master,detective,71.34,non,0
17/04/2010,chatain,40.0,12.0,36923.0,F,master,detective,92.32,oui,0
30/04/2010,brun,28.0,12.0,41276.0,M,doctorat,geologie,75.55,oui,1
31/12/2014,chatain,32.0,8.0,38962.0,F,master,geologie,87.84,oui,0
12/12/2013,brun,32.0,13.0,33810.0,M,master,forage,66.27,oui,0
12/03/2014,roux,46.0,16.0,46233.0,F,licence,geologie,101.51,oui,1
19/03/2011,chatain,34.0,9.0,34021.0,F,doctorat,archeologie,79.7,oui,0
27/04/2013,blond,40.0,5.0,36626.0,,licence,forage,68.12,non,0
11/07/2012,brun,36.0,11.0,36431.0,F,licence,detective,75.1,non,0
12/03/2014,roux,40.0,7.0,37525.0,M,bac,geologie,38.23,non,0
25/07/2013,blond,22.0,6.0,31391.0,M,master,detective,83.71,oui,0
21/01/2011,chatain,38.0,13.0,38029.0,M,master,geologie,51.65,non,0
03/09/2010,blond,25.0,9.0,32517.0,M,licence,geologie,73.92,non,0
06/02/2011,brun,43.0,8.0,24475.0,F,doctorat,forage,105.67,oui,0
11/04/2012,roux,32.0,11.0,44089.0,M,bac,archeologie,105.15,oui,1
06/09/2014,brun,28.0,9.0,29458.0,M,master,geologie,70.19,non,0
16/08/2010,chatain,42.0,9.0,36689.0,M,master,forage,69.47,oui,0
10/02/2014,chatain,32.0,10.0,36003.0,F,master,archeologie,66.83,non,1
31/03/2014,chatain,43.0,11.0,35296.0,F,licence,geologie,71.69,non,0
15/02/2010,brun,34.0,6.0,35722.0,M,master,geologie,90.48,oui,0
04/08/2011,chatain,28.0,16.0,38877.0,M,master,geologie,59.76,oui,1
10/05/2013,chatain,22.0,12.0,31185.0,F,doctorat,detective,69.94,oui,0
23/02/2014,chatain,32.0,8.0,42322.0,M,licence,geologie,63.9,non,0
01/07/2014,blond,33.0,10.0,41204.0,M,bac,geologie,52.69,non,0
23/03/2014,brun,31.0,7.0,37051.0,F,licence,forage,90.74,non,0
30/09/2013,blond,27.0,11.0,32559.0,F,licence,forage,106.9,non,0
18/11/2011,blond,27.0,14.0,33874.0,M,licence,forage,,non,0
11/07/2013,blond,24.0,14.0,38205.0,M,licence,geologie,52.43,non,0
24/07/2013,blond,29.0,11.0,35601.0,M,licence,forage,65.72,non,0
25/01/2014,blond,52.0,11.0,31536.0,F,licence,forage,78.31,non,0
08/06/2012,blond,49.0,7.0,38716.0,M,bac,geologie,55.42,non,0
17/10/2014,roux,35.0,9.0,33983.0,M,bac,forage,35.34,non,0
29/01/2012,blond,43.0,18.0,32083.0,M,doctorat,geologie,91.19,oui,0
23/11/2013,chatain,43.0,12.0,34803.0,F,master,forage,63.58,non,0
10/07/2011,blond,33.0,3.0,38268.0,M,licence,geologie,73.98,non,0
03/12/2011,blond,47.0,11.0,29814.0,M,licence,geologie,74.7,non,0
20/12/2014,blond,34.0,7.0,33282.0,M,master,forage,85.71,oui,0
10/02/2011,chatain,27.0,6.0,33393.0,F,doctorat,archeologie,95.6,oui,0
25/09/2013,chatain,30.0,12.0,41460.0,F,licence,geologie,79.68,non,0
26/01/2012,chatain,28.0,9.0,34634.0,F,master,forage,47.34,non,1
29/09/2014,blond,35.0,9.0,30395.0,F,master,geologie,99.4,non,0
27/05/2014,chatain,46.0,14.0,36426.0,M,doctorat,detective,68.44,oui,0
01/12/2013,blond,37.0,13.0,28602.0,M,master,geologie,65.54,non,0
12/03/2013,blond,49.0,7.0,27724.0,M,master,geologie,90.18,oui,0
21/03/2013,brun,15.0,12.0,32746.0,F,bac,archeologie,78.09,non,1
25/05/2012,brun,44.0,11.0,30720.0, ,master,geologie,72.19,non,0
08/05/2014,blond,33.0,9.0,32541.0,M,doctorat,archeologie,117.88,oui,0
18/06/2011,brun,40.0,8.0,39239.0,M,master,forage,68.69,oui,0
09/10/2013,chatain,39.0,7.0,32342.0,M,doctorat,forage,75.4,oui,0
25/08/2010,blond,28.0,10.0,34680.0,M,licence,geologie,61.62,non,0
27/05/2010,chatain,35.0,14.0,31457.0,F,licence,detective,41.68,non,1
19/01/2013,chatain,30.0,8.0,31927.0,F,master,detective,83.3,non,0
07/03/2010,brun,30.0,7.0,41835.0,M,licence,geologie,53.63,non,0
11/01/2013,brun,17.0,7.0,39766.0,M,master,detective,88.33,oui,1
15/05/2014,blond,22.0,8.0,40394.0,M,licence,geologie,47.4,non,0
27/10/2013,brun,48.0,8.0,37348.0,M,licence,geologie,75.24,non,0
07/02/2014,brun,36.0,11.0,33498.0,M,licence,detective,76.72,non,1
23/04/2011,blond,34.0,8.0,33348.0,M,licence,forage,80.38,non,0
19/02/2013,blond,46.0,6.0,29967.0,M,doctorat,geologie,99.86,oui,0
05/05/2012,brun,34.0,10.0,36272.0,F,master,archeologie,84.68,oui,0
26/09/2012,chatain,35.0,9.0,40185.0,F,master,geologie,59.68,oui,1
26/09/2010,brun,24.0,5.0,37967.0,M,master,geologie,66.2,oui,0
17/04/2014,blond,40.0,7.0,40477.0,M,licence,geologie,41.74,non,0
01/03/2013,brun,35.0,1.0,31384.0,M,doctorat,detective,78.25,oui,0
02/01/2013,blond,22.0,6.0,37227.0,M,bac,geologie,82.42,non,0
13/08/2011,brun,33.0,8.0,34107.0,M,master,geologie,70.67,non,1
14/09/2010,blond,42.0,11.0,36812.0,M,licence,geologie,84.09,non,0
22/09/2012,brun,36.0,9.0,31427.0,F,master,geologie,79.82,non,0
27/10/2012,brun,12.0,8.0,34913.0,M,master,geologie,52.97,non,0
07/03/2012,brun,44.0,8.0,27724.0,M,doctorat,geologie,74.79,non,0
13/01/2014,blond,33.0,13.0,35190.0,M,licence,forage,74.54,oui,0
02/10/2012,blond,35.0,9.0,33501.0,M,licence,geologie,70.18,non,0
23/04/2014,brun,59.0,12.0,39386.0,M,licence,geologie,52.0,non,0
28/08/2014,brun,45.0,10.0,32993.0,F,master,geologie,108.24,oui,0
16/04/2011,blond,39.0,13.0,33234.0,M,licence,geologie,67.92,non,0
25/07/2014,blond,26.0,8.0,33760.0,M,licence,geologie,74.42,non,0
10/01/2010,brun,41.0,8.0,43969.0,F,bac,forage,75.31,non,0
13/12/2011,brun,42.0,9.0,28794.0,F,master,geologie,91.51,non,0
29/07/2013,chatain,42.0,14.0,40413.0,M,licence,geologie,58.17,non,0
25/10/2013,blond,49.0,11.0,33434.0,F,master,detective,102.26,oui,0
01/05/2010,chatain,41.0,7.0,35117.0,M,master,geologie,76.0,non,0
08/01/2010,roux,,9.0,29741.0,F,licence,detective,85.46,non,0
02/09/2014,chatain,12.0,12.0,42768.0,F,licence,forage,73.34,non,0
18/01/2014,chatain,48.0,11.0,37255.0,F,master,forage,75.56,non,0
17/07/2014,blond,27.0,7.0,39789.0,M,licence,detective,61.81,oui,0
06/05/2013,blond,24.0,11.0,30411.0,M,bac,archeologie,89.77,non,1
07/01/2011,chatain,30.0,13.0,32979.0,F,master,geologie,73.26,non,0
10/05/2010,blond,22.0,10.0,39381.0,M,bac,geologie,57.73,non,0
27/04/2010,roux,46.0,9.0,41918.0,M,bac,geologie,72.27,non,0
26/10/2014,brun,28.0,7.0,35498.0,F,master,detective,84.63,oui,0
30/10/2013,brun,35.0,13.0,38542.0,M,licence,detective,71.2,oui,0
25/10/2013,brun,41.0,5.0,38135.0,M,licence,detective,66.49,non,0
28/03/2012,blond,35.0,14.0,33913.0,M,licence,geologie,79.6,non,0
11/11/2013,roux,27.0,14.0,31744.0,M,licence,geologie,80.76,non,0
07/07/2013,chatain,44.0,9.0,38171.0,M,doctorat,detective,53.79,oui,0
25/01/2010,blond,42.0,11.0,32864.0,F,bac,forage,56.68,non,0
04/12/2011,chatain,29.0,6.0,32296.0,F,master,forage,60.0,non,1
06/05/2010,blond,12.0,7.0,28853.0,M,master,geologie,90.39,non,1
06/10/2013,brun,37.0,7.0,38635.0,F,licence,geologie,77.21,non,0
12/01/2012,blond,33.0,7.0,38371.0,M,licence,geologie,60.51,non,0
03/05/2012,chatain,22.0,13.0,38045.0,M,doctorat,archeologie,85.73,oui,0
12/10/2010,brun,22.0,10.0,42783.0,M,licence,forage,52.73,oui,0
28/03/2011,chatain,32.0,17.0,31121.0,F,master,forage,86.13,non,0
18/04/2014,chatain,31.0,11.0,30310.0,M,doctorat,geologie,65.94,oui,0
10/05/2012,chatain,28.0,5.0,34507.0,M,doctorat,detective,59.46,oui,0
06/12/2010,brun,31.0,10.0,33706.0,M,licence,forage,70.7,non,0
08/04/2013,,50.0,8.0,34842.0,M,bac,geologie,48.5,non,0
03/04/2013,blond,35.0,12.0,35799.0,F,bac,geologie,65.27,non,0
03/03/2013,blond,40.0,12.0,36281.0,M,licence,geologie,60.46,non,0
19/12/2011,roux,29.0,8.0,28817.0,M,master,geologie,103.39,non,0
02/09/2014,brun,33.0,5.0,38608.0,M,master,geologie,79.23,oui,0
24/06/2011,chatain,51.0,10.0,32606.0,F,master,forage,69.51,non,0
06/08/2010,chatain,35.0,10.0,28613.0,M,master,forage,64.46,non,0
15/04/2011,brun,31.0,13.0,31146.0,M,master,geologie,66.04,non,0
18/04/2014,blond,28.0,11.0,28911.0,F,master,archeologie,91.95,oui,0
27/11/2010,brun,45.0,5.0,44842.0,F,licence,detective,65.44,oui,1
26/07/2010,roux,27.0,11.0,34583.0,M,licence,archeologie,71.21,oui,0
19/02/2014,brun,16.0,10.0,47350.0,M,licence,detective,83.11,oui,0
09/04/2012,brun,35.0,13.0,38561.0,M,master,geologie,76.8,oui,0
15/10/2014,brun,42.0,8.0,37276.0,M,master,geologie,66.03,oui,0
02/09/2011,chatain,45.0,13.0,28058.0,F,doctorat,detective,94.41,oui,0
16/02/2013,blond,34.0,5.0,33951.0,M,master,geologie,77.84,oui,0
02/11/2010,blond,32.0,11.0,23334.0,F,master,detective,116.4,non,0
11/11/2013,chatain,35.0,14.0,33238.0,M,master,geologie,68.75,non,0
06/03/2011,brun,37.0,9.0,41693.0,M,licence,geologie,76.14,oui,0
19/05/2011,blond,42.0,10.0,35332.0, ,licence,detective,60.65,non,0
04/01/2014,blond,27.0,10.0,32085.0,M,licence,forage,54.62,non,0
19/12/2013,chatain,1.0,13.0,33155.0,F,licence,archeologie,63.41,non,1
07/04/2011,chatain,28.0,13.0,32190.0,F,master,geologie,66.57,non,0
06/08/2013,blond,38.0,11.0,41298.0,F,bac,forage,44.58,non,0
10/11/2014,chatain,22.0,9.0,27909.0,M,master,detective,43.19,non,1
07/08/2011,brun,40.0,12.0,30455.0,F,master,forage,90.76,oui,0
09/01/2014,blond,21.0,11.0,26076.0,M,master,geologie,76.27,non,0
15/12/2012,blond,30.0,7.0,36583.0,F,bac,geologie,63.56,non,0
22/05/2010,blond,41.0,13.0,29778.0,M,licence,geologie,75.75,non,0
05/04/2010,brun,24.0,5.0,32711.0,F,master,detective,75.71,oui,0
08/02/2010,brun,21.0,9.0,32386.0,M,doctorat,geologie,90.75,oui,0
01/02/2013,chatain,27.0,13.0,34687.0,F,master,geologie,59.72,non,0
15/10/2013,roux,47.0,7.0,29361.0,M,bac,geologie,77.34,non,0
06/01/2010,chatain,35.0,12.0,30602.0,M,master,geologie,77.09,non,0
09/06/2013,brun,32.0,10.0,26201.0,F,master,forage,98.28,non,0
13/12/2011,chatain,29.0,9.0,37918.0,M,master,geologie,57.52,non,0
06/03/2013,brun,23.0,5.0,41203.0,M,licence,geologie,53.35,non,0
10/10/2011,roux,42.0,10.0,40602.0,M,bac,forage,53.36,non,0
30/10/2014,roux,21.0,6.0,33663.0,M,licence,geologie,72.4,non,0
13/10/2013,chatain,37.0,13.0,36792.0,F,licence,forage,65.55,non,0
09/09/2014,brun,31.0,5.0,37397.0,M,licence,forage,53.6,oui,0
10/02/2012,chatain,26.0,12.0,32089.0,F,master,detective,71.24,non,0
19/01/2010,brun,45.0,7.0,30702.0,M,master,geologie,71.84,non,0
24/05/2012,blond,37.0,7.0,28794.0,M,doctorat,forage,82.94,oui,0
23/09/2014,chatain,27.0,8.0,27194.0,F,doctorat,detective,126.9,oui,0
26/04/2014,blond,42.0,8.0,31254.0,F,master,forage,98.36,oui,0
25/10/2011,roux,44.0,12.0,34466.0,F,licence,detective,92.88,oui,0
30/06/2013,chatain,32.0,11.0,34045.0,M,master,detective,77.4,oui,0
01/08/2012,roux,28.0,13.0,33341.0,M,licence,geologie,67.52,non,0
,blond,36.0,9.0,43063.0,M,licence,forage,70.82,oui,0
11/12/2012,brun,42.0,9.0,38848.0,M,master,detective,51.69,oui,0
27/12/2011,blond,42.0,14.0,30775.0,M,licence,geologie,81.95,non,1
03/04/2010,blond,37.0,7.0,29740.0,M,licence,geologie,63.13,non,0
22/08/2012,chatain,40.0,4.0,29367.0,F,master,detective,88.3,non,0
06/02/2014,chatain,53.0,7.0,36929.0,F,licence,geologie,70.14,non,0
20/01/2014,,29.0,11.0,34699.0,F,master,detective,79.86,oui,0
,blond,49.0,9.0,37405.0,M,master,detective,82.66,oui,0
08/12/2010,roux,30.0,4.0,35652.0,M,bac,geologie,63.44,non,0
04/12/2012,chatain,42.0,8.0,32498.0,M,master,geologie,69.82,non,0
20/01/2013,blond,35.0,13.0,28120.0,F,master,forage,89.41,non,0
06/10/2012,blond,21.0,9.0,30743.0,M,master,geologie,91.42,oui,1
13/04/2014,brun,48.0,6.0,37526.0,M,licence,forage,56.59,non,0
14/03/2014,brun,31.0,7.0,36238.0,M,master,geologie,76.53,non,0
28/05/2013,blond,31.0,12.0,25592.0,M,master,geologie,69.51,non,0
02/05/2014,chatain,31.0,4.0,38060.0,M,master,geologie,84.24,oui,0
08/08/2013,chatain,54.0,11.0,34087.0,F,master,forage,101.6,non,0
30/06/2013,chatain,32.0,3.0,24662.0,F,doctorat,detective,93.03,non,0
19/07/2012,chatain,22.0,13.0,40407.0,M,master,geologie,62.01,non,0
08/03/2013,chatain,38.0,4.0,42912.0,F,licence,detective,53.88,non,0
12/10/2013,roux,42.0,9.0,37603.0,M,bac,detective,39.56,non,0
03/07/2012,brun,45.0,10.0,31586.0,M,master,geologie,103.6,oui,0
28/05/2014,brun,44.0,3.0,39674.0,M,bac,geologie,48.93,non,0
13/09/2014,chatain,41.0,9.0,29829.0,F,master,detective,73.28,non,0
23/07/2010,chatain,32.0,9.0,39160.0,M,master,geologie,49.78,oui,0
18/06/2014,blond,21.0,9.0,36268.0,F,licence,detective,94.53,oui,0
29/12/2012,chatain,29.0,9.0,38752.0,F,master,archeologie,89.5,oui,0
26/04/2011,chatain,35.0,6.0,38098.0,M,licence,geologie,49.7,non,0
28/08/2012,chatain,35.0,6.0,38279.0,M,master,geologie,72.51,oui,1
26/09/2011,blond,32.0,13.0,39686.0,M,bac,geologie,71.76,non,0
22/04/2012,brun,34.0,13.0,38752.0,M,master,geologie,79.96,non,0
18/12/2014,chatain,39.0,13.0,47838.0,M,licence,detective,42.69,oui,0
17/10/2013,brun,11.0,6.0,39199.0,M,licence,geologie,79.97,oui,1
11/01/2010,chatain,39.0,7.0,38562.0,F,licence,geologie,95.02,non,0
23/02/2010,chatain,35.0,9.0,37725.0,F,licence,geologie,82.66,non,0
25/01/2012,chatain,20.0,10.0,36345.0,F,master,archeologie,66.07,non,0
04/03/2011,chatain,29.0,9.0,48271.0,M,licence,detective,49.53,oui,0
25/07/2010,blond,40.0,7.0,29157.0,M,master,forage,76.67,oui,0
25/03/2013,roux,20.0,11.0,30196.0,M,licence,geologie,84.88,non,0
08/11/2013,chatain,35.0,8.0,42644.0,F,licence,forage,58.98,non,0
18/02/2011,brun,36.0,13.0,34853.0,M,licence,geologie,83.71,non,0
19/03/2013,chatain,10.0,14.0,24162.0,F,doctorat,geologie,101.1,non,0
17/03/2013,chatain,39.0,6.0,31171.0,M,doctorat,geologie,59.46,non,1
21/11/2012,chatain,35.0,12.0,28171.0,F,master,forage,62.52,non,0
18/10/2014,blond,39.0,10.0,32770.0,M,master,forage,98.94,oui,0
01/09/2014,blond,19.0,7.0,33322.0,M,licence,forage,73.79,non,0
08/03/2011,chatain,19.0,12.0,31524.0,M,master,geologie,62.88,non,0
13/09/2010,chatain,34.0,12.0,31235.0,F,doctorat,forage,85.54,,0
08/04/2013,blond,30.0,12.0,38591.0,M,licence,detective,63.28,oui,0
11/09/2011,chatain,31.0,11.0,36906.0,F,master,geologie,99.25,non,0
09/07/2011,chatain,22.0,8.0,32183.0,F,doctorat,forage,85.98,oui,0
24/07/2010,blond,32.0,13.0,30826.0,M,licence,geologie,74.82,non,0
04/09/2014,chatain,26.0,5.0,,M,master,geologie,77.31,oui,0
01/10/2012,brun,47.0,9.0,36214.0,M,licence,forage,50.67,non,0
18/12/2014,brun,23.0,8.0,30362.0,F,licence,geologie,79.99,non,0
08/07/2011,brun,35.0,6.0,42001.0,M,licence,geologie,49.65,non,0
01/08/2013,brun,41.0,9.0,38275.0,M,licence,geologie,71.04,non,0
26/02/2013,blond,47.0,,35425.0,M,licence,detective,73.62,non,0
01/12/2014,blond,38.0,14.0,37454.0,M,bac,geologie,50.56,non,0
18/01/2011,blond,37.0,4.0,44330.0,M,bac,detective,60.41,oui,0
03/04/2010,blond,47.0,13.0,32946.0,M,licence,geologie,68.06,non,0
27/07/2014,roux,41.0,13.0,29603.0,M,licence,geologie,80.35,non,0
26/11/2013,blond,40.0,9.0,38841.0,F,licence,archeologie,75.28,oui,0
05/08/2013,chatain,43.0,8.0,38674.0,F,master,forage,79.65,oui,0
27/12/2013,roux,45.0,7.0,35622.0,M,bac,geologie,39.51,non,0
30/09/2012,blond,40.0,10.0,38954.0,M,bac,geologie,48.22,non,0
12/03/2010,brun,35.0,10.0,33164.0,M,master,forage,69.57,non,0
05/09/2013,roux,35.0,9.0,30136.0,M,licence,geologie,89.16,non,0
15/08/2012,roux,10.0,9.0,37551.0,M,licence,forage,69.54,oui,0
11/05/2013,brun,32.0,5.0,41165.0,F,licence,geologie,62.44,non,0
22/06/2011,blond,48.0,6.0,38956.0,M,bac,geologie,55.5,non,0
14/05/2012,chatain,19.0,11.0,41024.0,F,master,geologie,98.64,oui,0
29/09/2013,blond,39.0,10.0,36349.0,M,licence,geologie,75.58,oui,0
17/05/2010,roux,21.0,13.0,39784.0,M,bac,geologie,49.74,non,0
31/01/2013,chatain,31.0,12.0,37477.0,F,doctorat,archeologie,99.15,oui,0
13/12/2013,brun,27.0,14.0,29398.0,M,master,geologie,70.73,non,0
26/04/2010,blond,38.0,8.0,20671.0,M,master,geologie,74.03,non,0
25/08/2011,roux,43.0,6.0,34530.0,M,bac,geologie,64.9,non,0
04/10/2014,chatain,59.0,13.0,44124.0,F,licence,detective,73.91,oui,0
29/06/2014,brun,36.0,,39138.0,M,master,geologie,76.44,oui,0
28/12/2011,roux,40.0,12.0,35838.0,M,master,geologie,97.97,oui,1
27/08/2013,roux,18.0,10.0,33921.0,M,licence,geologie,85.45,non,1
20/04/2011,blond,28.0,13.0,47171.0,M,bac,detective,39.41,non,0
10/01/2014,blond,14.0,12.0,33945.0,M,licence,geologie,70.57,non,0
29/01/2012,chatain,39.0,10.0,40568.0,M,licence,geologie,67.29,non,0
21/10/2014,blond,33.0,7.0,28999.0,M,doctorat,geologie,93.15,oui,0
09/02/2012,blond,38.0,3.0,33523.0,M,master,geologie,59.98,oui,0
05/07/2014,blond,23.0,9.0,,M,licence,geologie,93.26,non,0
11/05/2010,chatain,38.0,11.0,34965.0,F,master,archeologie,94.55,oui,0
22/04/2012,brun,29.0,,38434.0,F,licence,detective,71.04,oui,0
,chatain,23.0,5.0,32396.0,F,licence,detective,52.2,non,1
14/12/2014,chatain,28.0,10.0,31443.0,M,doctorat,geologie,97.0,oui,0
08/12/2012,roux,32.0,12.0,32682.0,M,licence,geologie,82.05,oui,0
23/03/2012,blond,48.0,14.0,42748.0,F,bac,forage,80.11,non,0
26/10/2014,brun,55.0,13.0,34885.0,F,licence,detective,67.71,non,0
15/05/2011,chatain,48.0,10.0,33854.0,F,master,detective,99.12,oui,0
18/06/2012,brun,21.0,12.0,36027.0,F,master,detective,84.69,oui,0
10/09/2011,chatain,25.0,11.0,36369.0,M,master,geologie,53.3,non,0
21/05/2014,brun,34.0,13.0,24813.0,F,master,geologie,107.76,non,0
16/03/2010,chatain,37.0,2.0,40163.0,F,doctorat,detective,86.74,oui,0
11/11/2011,blond,19.0,15.0,31353.0,M,licence,detective,74.48,oui,0
22/08/2011,roux,28.0,12.0,29568.0,M,bac,forage,76.36,non,0
19/01/2012,chatain,40.0,4.0,33018.0,F,master,forage,53.56,non,1
12/03/2013,brun,35.0,11.0,32718.0,M,master,geologie,71.17,non,1
25/02/2010,blond,21.0,7.0,32537.0,M,master,geologie,97.57,oui,0
27/05/2014,blond,34.0,9.0,41033.0,F,bac,detective,73.07,non,0
10/12/2013,chatain,32.0,10.0,31358.0,F,master,detective,99.25,non,0
18/03/2014,blond,32.0,8.0,21754.0,F,master,detective,83.28,non,0
05/07/2010,blond,51.0,7.0,34999.0,M,master,geologie,77.15,oui,0
19/01/2012,blond,51.0,10.0,32868.0,M,licence,geologie,67.34,non,0
23/06/2014,blond,54.0,9.0,36108.0,M,bac,geologie,66.79,non,0
14/11/2011,brun,45.0,9.0,36487.0,M,master,forage,63.34,oui,0
25/06/2014,blond,29.0,13.0,30265.0,F,licence,forage,74.23,non,0
29/06/2011,chatain,38.0,5.0,29760.0,M,licence,forage,57.6,non,1
03/09/2011,chatain,23.0,12.0,37804.0,F,licence,geologie,66.83,non,0
05/09/2013,chatain,38.0,9.0,40525.0,F,doctorat,detective,82.97,oui,0
05/10/2014,chatain,55.0,14.0,31476.0,M,master,geologie,63.32,non,0
20/11/2010,chatain,33.0,9.0,28917.0,F,doctorat,detective,97.21,oui,0
20/08/2010,blond,37.0,7.0,32643.0,M,licence,geologie,73.78,non,0
28/05/2010,chatain,24.0,10.0,37512.0,F,master,detective,64.62,non,0
21/11/2012,blond,68.0,12.0,31049.0,M,bac,geologie,59.85,non,1
05/08/2010,brun,50.0,13.0,33077.0,M,licence,geologie,60.88,non,0
05/01/2011,chatain,37.0,13.0,35753.0,F,master,detective,78.22,oui,0
14/04/2011,chatain,33.0,8.0,39397.0,M,master,detective,75.79,oui,0
17/12/2011,brun,25.0,12.0,35450.0,M,master,detective,65.2,oui,0
16/06/2011,brun,37.0,12.0,29651.0,F,master,detective,111.48,oui,0
04/09/2010,chatain,38.0,12.0,36669.0,F,master,geologie,69.9,non,0
25/09/2012,brun,32.0,10.0,33262.0,F,licence,detective,66.35,non,1
06/11/2014,roux,29.0,12.0,35869.0,M,bac,geologie,72.98,non,0
,roux,44.0,9.0,35848.0,M,bac,geologie,69.66,non,0
27/06/2010,blond,27.0,9.0,36310.0,F,bac,forage,72.63,non,0
08/05/2012,chatain,44.0,12.0,35625.0,F,licence,forage,49.53,non,0
16/10/2012,chatain,15.0,12.0,32816.0,F,licence,archeologie,62.6,non,1
18/02/2013,blond,58.0,6.0,38814.0,M,licence,geologie,66.27,non,0
10/06/2010,chatain,31.0,10.0,35401.0,F,master,detective,78.04,oui,0
12/12/2010,brun,49.0,10.0,42647.0,M,licence,geologie,52.82,non,0
